,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost (Singular),Original Price,OrderDate_x,ShipDate,Product cat,Product Subcat,ProductID,OrderPID,CustomerID,OrderDate_y,ProductPID
1653,CA-2021-159226,Second Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,90008,West,FUR-BO-10004709,Furniture,Bookcases,344.9809999999999,7,0.1499999999999999,28.41020000000002,45.2244,57.98,2021-04-25,2021-04-27,FUR,BO,10004709,3059,RL-19615,2021-04-25,268
1654,CA-2021-161340,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Cleveland,Ohio,44105,East,FUR-BO-10004709,Furniture,Bookcases,115.96,4,0.5,-64.93759999999999,45.2244,57.98,2021-05-28,2021-06-01,FUR,BO,10004709,3943,AM-10360,2021-05-28,268
1655,CA-2018-111451,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10004091B,Furniture,Furnishings,300.416,8,0.2,78.8592,27.6946,46.94,2018-12-26,2018-12-28,FUR,FU,10004091B,2367,KL-16555,2018-12-26,269
1656,CA-2021-102519,First Class,BM-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10004091B,Furniture,Furnishings,46.94,1,0.0,19.2454,27.6946,46.94,2021-11-27,2021-11-29,FUR,FU,10004091B,3960,BM-11650,2021-11-27,269
1657,CA-2019-147830,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10004091B,Furniture,Furnishings,262.864,7,0.2,69.00180000000002,27.6946,46.94,2019-12-15,2019-12-18,FUR,FU,10004091B,1593,NF-18385,2019-12-15,269
1658,CA-2021-107629,Same Day,DB-13060,Dave Brooks,Consumer,United States,Skokie,Illinois,60076,Central,FUR-FU-10004091B,Furniture,Furnishings,56.328,3,0.5999999999999999,-26.75579999999999,27.6946,46.94,2021-12-14,2021-12-14,FUR,FU,10004091B,3952,DB-13060,2021-12-14,269
1659,US-2018-120740,Same Day,PS-18970,Paul Stevenson,Home Office,United States,Los Angeles,California,90049,West,FUR-FU-10004091B,Furniture,Furnishings,187.76,4,0.0,76.9816,27.6946,46.94,2018-04-15,2018-04-15,FUR,FU,10004091B,466,PS-18970,2018-04-15,269
1660,US-2021-155866,Standard Class,CC-12370,Christopher Conant,Consumer,United States,New York City,New York,10011,East,FUR-FU-10004091B,Furniture,Furnishings,187.76,4,0.0,76.9816,27.6946,46.94,2021-11-17,2021-11-21,FUR,FU,10004091B,2909,CC-12370,2021-11-17,269
1661,CA-2018-111451,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-CH-10001891,Furniture,Chairs,230.352,3,0.2,20.15580000000001,70.0654,95.98,2018-12-26,2018-12-28,FUR,CH,10001891,2367,KL-16555,2018-12-26,270
1662,CA-2021-142636,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10001891,Furniture,Chairs,307.136,4,0.2,26.874400000000016,70.0654,95.98,2021-11-03,2021-11-07,FUR,CH,10001891,1633,KC-16675,2021-11-03,270
1663,CA-2019-114300,Standard Class,AF-10885,Art Foster,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001891,Furniture,Chairs,287.94,3,0.0,77.74380000000002,70.0654,95.98,2019-10-13,2019-10-17,FUR,CH,10001891,3238,AF-10885,2019-10-13,270
1664,CA-2021-136350,Second Class,GA-14515,George Ashbrook,Consumer,United States,New York City,New York,10011,East,FUR-CH-10001891,Furniture,Chairs,172.764,2,0.1,32.63320000000002,70.0654,95.98,2021-06-24,2021-06-26,FUR,CH,10001891,2861,GA-14515,2021-06-24,270
1665,CA-2019-107678,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001891,Furniture,Chairs,191.96,2,0.0,51.82920000000001,70.0654,95.98,2019-04-21,2019-04-28,FUR,CH,10001891,3244,JK-16090,2019-04-21,270
1666,CA-2019-123141,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Rio Rancho,New Mexico,87124,West,FUR-CH-10001891,Furniture,Chairs,230.352,3,0.2,20.15580000000001,70.0654,95.98,2019-11-14,2019-11-19,FUR,CH,10001891,4931,GZ-14470,2019-11-14,270
1667,CA-2018-111451,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002918,Furniture,Furnishings,218.352,3,0.2,-24.5646,80.9722,90.98,2018-12-26,2018-12-28,FUR,FU,10002918,2367,KL-16555,2018-12-26,271
1668,US-2019-101399,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068,Central,FUR-FU-10002918,Furniture,Furnishings,254.744,7,0.5999999999999999,-312.0613999999999,80.9722,90.98,2019-01-17,2019-01-24,FUR,FU,10002918,4449,JS-15940,2019-01-17,271
1669,CA-2019-132626,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,FUR-FU-10002918,Furniture,Furnishings,181.96,2,0.0,20.01560000000001,80.9722,90.98,2019-07-09,2019-07-14,FUR,FU,10002918,4148,BT-11680,2019-07-09,271
1670,CA-2020-133550,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205,Central,FUR-FU-10002918,Furniture,Furnishings,272.94,3,0.0,30.02340000000001,80.9722,90.98,2020-07-31,2020-08-06,FUR,FU,10002918,2971,KL-16645,2020-07-31,271
1671,CA-2018-167927,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002918,Furniture,Furnishings,272.94,3,0.0,30.02340000000001,80.9722,90.98,2018-01-20,2018-01-26,FUR,FU,10002918,607,XP-21865,2018-01-20,271
1672,CA-2018-111451,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10004593,Office Supplies,Binders,78.60000000000002,5,0.6999999999999998,-62.88000000000001,28.296,52.4,2018-12-26,2018-12-28,OFF,BI,10004593,2367,KL-16555,2018-12-26,272
1673,CA-2020-162138,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,OFF-BI-10004593,Office Supplies,Binders,251.52,6,0.2,81.744,28.296,52.4,2020-04-23,2020-04-27,OFF,BI,10004593,2496,GK-14620,2020-04-23,272
1674,CA-2018-111059,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004593,Office Supplies,Binders,83.84,2,0.2,27.248,28.296,52.4,2018-02-03,2018-02-06,OFF,BI,10004593,1640,TB-21400,2018-02-03,272
1675,CA-2018-127964,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10004593,Office Supplies,Binders,125.76,3,0.2,40.872,28.296,52.4,2018-03-03,2018-03-08,OFF,BI,10004593,1356,AP-10720,2018-03-03,272
1676,CA-2019-121720,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10004593,Office Supplies,Binders,78.60000000000002,5,0.6999999999999998,-62.88000000000001,28.296,52.4,2019-06-11,2019-06-12,OFF,BI,10004593,4460,JE-15610,2019-06-11,272
1677,CA-2020-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10004593,Office Supplies,Binders,209.6,5,0.2,68.11999999999999,28.296,52.4,2020-12-11,2020-12-11,OFF,BI,10004593,4475,WB-21850,2020-12-11,272
1678,CA-2019-163965,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180,South,OFF-BI-10004593,Office Supplies,Binders,62.88000000000001,4,0.6999999999999998,-50.304,28.296,52.4,2019-11-20,2019-11-27,OFF,BI,10004593,2639,SS-20875,2019-11-20,272
1679,CA-2019-125934,Standard Class,SN-20560,Skye Norling,Home Office,United States,Paterson,New Jersey,7501,East,OFF-BI-10004593,Office Supplies,Binders,209.6,4,0.0,96.416,28.296,52.4,2019-09-11,2019-09-18,OFF,BI,10004593,3170,SN-20560,2019-09-11,272
1680,CA-2018-111451,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-FA-10004854,Office Supplies,Fasteners,27.552,3,0.2,9.298799999999996,6.0844,11.48,2018-12-26,2018-12-28,OFF,FA,10004854,2367,KL-16555,2018-12-26,273
1681,CA-2018-127012,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,West,OFF-FA-10004854,Office Supplies,Fasteners,22.96,2,0.0,10.7912,6.0844,11.48,2018-08-11,2018-08-15,OFF,FA,10004854,1650,GM-14680,2018-08-11,273
1682,CA-2019-158456,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90032,West,OFF-FA-10004854,Office Supplies,Fasteners,45.92,4,0.0,21.5824,6.0844,11.48,2019-12-24,2019-12-29,OFF,FA,10004854,111,KT-16465,2019-12-24,273
1683,CA-2019-168459,Standard Class,MC-17275,Marc Crier,Consumer,United States,Memphis,Tennessee,38109,South,OFF-FA-10004854,Office Supplies,Fasteners,55.104000000000006,6,0.2,18.59759999999999,6.0844,11.48,2019-11-22,2019-11-27,OFF,FA,10004854,1014,MC-17275,2019-11-22,273
1684,CA-2021-120327,Standard Class,WB-21850,William Brown,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-FA-10004854,Office Supplies,Fasteners,45.92,4,0.0,21.5824,6.0844,11.48,2021-11-11,2021-11-16,OFF,FA,10004854,1460,WB-21850,2021-11-11,273
1685,CA-2019-127173,Standard Class,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572,East,OFF-FA-10004854,Office Supplies,Fasteners,34.44,3,0.0,16.1868,6.0844,11.48,2019-09-26,2019-10-03,OFF,FA,10004854,3073,GM-14500,2019-09-26,273
1686,US-2021-124779,First Class,BF-11020,Barry Französisch,Corporate,United States,Arlington,Texas,76017,Central,OFF-FA-10004854,Office Supplies,Fasteners,45.92,5,0.2,15.498,6.0844,11.48,2021-09-08,2021-09-11,OFF,FA,10004854,3106,BF-11020,2021-09-08,273
1687,CA-2021-163265,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,62521,Central,OFF-FA-10004854,Office Supplies,Fasteners,18.368,2,0.2,6.1992,6.0844,11.48,2021-02-16,2021-02-21,OFF,FA,10004854,1980,JS-16030,2021-02-16,273
1688,CA-2020-142545,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10002105,Office Supplies,Paper,32.40000000000001,5,0.0,15.552,3.3696,6.48,2020-10-28,2020-11-03,OFF,PA,10002105,2376,JD-15895,2020-10-28,274
1689,CA-2018-146969,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002105,Office Supplies,Paper,6.48,1,0.0,3.1104,3.3696,6.48,2018-09-29,2018-10-03,OFF,PA,10002105,1785,AP-10915,2018-09-29,274
1690,CA-2019-167479,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Roseville,California,95661,West,OFF-PA-10002105,Office Supplies,Paper,19.44,3,0.0,9.3312,3.3696,6.48,2019-03-14,2019-03-19,OFF,PA,10002105,1570,AI-10855,2019-03-14,274
1691,CA-2020-142545,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-ST-10002756,Office Supplies,Storage,1082.48,8,0.0,10.8248000000001,133.9569,135.31,2020-10-28,2020-11-03,OFF,ST,10002756,2376,JD-15895,2020-10-28,275
1692,CA-2019-142601,Second Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90004,West,OFF-ST-10002756,Office Supplies,Storage,947.17,7,0.0,9.471700000000084,133.9569,135.31,2019-04-18,2019-04-20,OFF,ST,10002756,775,DE-13255,2019-04-18,275
1693,CA-2020-127138,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10002756,Office Supplies,Storage,676.55,5,0.0,6.76550000000006,133.9569,135.31,2020-03-12,2020-03-15,OFF,ST,10002756,297,DK-13225,2020-03-12,275
1694,CA-2021-121398,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,90008,West,OFF-ST-10002756,Office Supplies,Storage,270.62,2,0.0,2.706200000000024,133.9569,135.31,2021-12-25,2021-12-29,OFF,ST,10002756,3037,FH-14365,2021-12-25,275
1695,CA-2021-157413,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10002756,Office Supplies,Storage,324.744,3,0.2,-77.12669999999997,133.9569,135.31,2021-06-01,2021-06-06,OFF,ST,10002756,2066,BW-11065,2021-06-01,275
1696,CA-2019-110863,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-ST-10002756,Office Supplies,Storage,541.24,4,0.0,5.412400000000048,133.9569,135.31,2019-11-17,2019-11-24,OFF,ST,10002756,3222,AA-10645,2019-11-17,275
1697,CA-2021-101805,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98105,West,OFF-ST-10002756,Office Supplies,Storage,541.24,4,0.0,5.412400000000048,133.9569,135.31,2021-12-01,2021-12-06,OFF,ST,10002756,1702,SH-19975,2021-12-01,275
1698,CA-2020-142545,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10004243,Office Supplies,Paper,56.91,3,0.0,27.3168,9.8644,18.97,2020-10-28,2020-11-03,OFF,PA,10004243,2376,JD-15895,2020-10-28,276
1699,CA-2021-140676,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004243,Office Supplies,Paper,94.85,5,0.0,45.52799999999999,9.8644,18.97,2021-09-12,2021-09-15,OFF,PA,10004243,3375,BF-11080,2021-09-12,276
1700,CA-2021-134565,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10004243,Office Supplies,Paper,37.94,2,0.0,18.2112,9.8644,18.97,2021-06-11,2021-06-13,OFF,PA,10004243,183,TB-21400,2021-06-11,276
1701,CA-2021-104136,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Everett,Massachusetts,2149,East,OFF-PA-10004243,Office Supplies,Paper,189.7,10,0.0,91.05599999999998,9.8644,18.97,2021-11-01,2021-11-04,OFF,PA,10004243,3881,SF-20065,2021-11-01,276
1702,CA-2020-154998,First Class,ES-14080,Erin Smith,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-PA-10004243,Office Supplies,Paper,37.94,2,0.0,18.2112,9.8644,18.97,2020-04-07,2020-04-09,OFF,PA,10004243,2392,ES-14080,2020-04-07,276
1703,CA-2020-142545,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,FUR-FU-10001861,Furniture,Furnishings,77.59999999999998,4,0.0,38.024,9.894,19.4,2020-10-28,2020-11-03,FUR,FU,10001861,2376,JD-15895,2020-10-28,277
1704,CA-2018-131051,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001861,Furniture,Furnishings,58.2,3,0.0,28.51799999999999,9.894,19.4,2018-12-01,2018-12-05,FUR,FU,10001861,1088,TR-21325,2018-12-01,277
1705,US-2021-161193,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10001861,Furniture,Furnishings,77.59999999999998,5,0.2,28.13,9.894,19.4,2021-11-20,2021-11-26,FUR,FU,10001861,1587,BT-11680,2021-11-20,277
1706,CA-2019-126557,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10001861,Furniture,Furnishings,7.76,1,0.5999999999999999,-2.134,9.894,19.4,2019-07-12,2019-07-17,FUR,FU,10001861,828,RL-19615,2019-07-12,277
1707,CA-2019-137526,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10001861,Furniture,Furnishings,77.59999999999998,4,0.0,38.024,9.894,19.4,2019-01-13,2019-01-17,FUR,FU,10001861,777,PB-19150,2019-01-13,277
1708,CA-2020-121447,First Class,EA-14035,Erin Ashbrook,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001861,Furniture,Furnishings,135.8,7,0.0,66.54199999999999,9.894,19.4,2020-02-21,2020-02-22,FUR,FU,10001861,2914,EA-14035,2020-02-21,277
1709,CA-2020-142545,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-BI-10002706,Office Supplies,Binders,14.28,1,0.0,6.5688,7.7112,14.28,2020-10-28,2020-11-03,OFF,BI,10002706,2376,JD-15895,2020-10-28,278
1710,US-2018-141215,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10002706,Office Supplies,Binders,8.567999999999996,3,0.8,-14.5656,7.7112,14.28,2018-06-15,2018-06-21,OFF,BI,10002706,1921,KL-16555,2018-06-15,278
1711,CA-2018-130729,Standard Class,AA-10375,Allen Armold,Consumer,United States,Rancho Cucamonga,California,91730,West,OFF-BI-10002706,Office Supplies,Binders,34.272,3,0.2,11.1384,7.7112,14.28,2018-10-24,2018-10-29,OFF,BI,10002706,3397,AA-10375,2018-10-24,278
1712,CA-2019-153416,Standard Class,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10002706,Office Supplies,Binders,91.392,8,0.2,29.7024,7.7112,14.28,2019-11-24,2019-11-29,OFF,BI,10002706,41,TS-21340,2019-11-24,278
1713,CA-2019-132136,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002706,Office Supplies,Binders,8.567999999999996,3,0.8,-14.5656,7.7112,14.28,2019-03-08,2019-03-12,OFF,BI,10002706,1225,FO-14305,2019-03-08,278
1714,CA-2019-152513,Second Class,JP-16135,Julie Prescott,Home Office,United States,San Diego,California,92024,West,OFF-BI-10002706,Office Supplies,Binders,22.848,2,0.2,7.425599999999998,7.7112,14.28,2019-07-04,2019-07-08,OFF,BI,10002706,3129,JP-16135,2019-07-04,278
1715,CA-2021-102925,Second Class,CD-12280,Christina DeMoss,Consumer,United States,New York City,New York,10024,East,OFF-BI-10002706,Office Supplies,Binders,11.424,1,0.2,3.7128,7.7112,14.28,2021-11-05,2021-11-10,OFF,BI,10002706,727,CD-12280,2021-11-05,278
1716,US-2021-152380,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Chicago,Illinois,60623,Central,FUR-TA-10002533,Furniture,Tables,219.075,3,0.5,-131.4450000000001,116.84,146.05,2021-11-19,2021-11-23,FUR,TA,10002533,1186,JH-15910,2021-11-19,279
1717,CA-2018-163468,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-TA-10002533,Furniture,Tables,292.1,4,0.5,-175.26,116.84,146.05,2018-11-18,2018-11-21,FUR,TA,10002533,4905,JK-15730,2018-11-18,279
1718,CA-2020-162236,Second Class,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,28205,South,FUR-TA-10002533,Furniture,Tables,876.3,10,0.4,-292.1000000000001,116.84,146.05,2020-11-04,2020-11-06,FUR,TA,10002533,1327,ER-13855,2020-11-04,279
1719,CA-2020-118073,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Lakeland,Florida,33801,South,FUR-TA-10002533,Furniture,Tables,562.2925000000001,7,0.45,-255.5875000000001,116.84,146.05,2020-08-12,2020-08-16,FUR,TA,10002533,4464,CS-12490,2020-08-12,279
1720,CA-2021-113705,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,FUR-TA-10002533,Furniture,Tables,292.1,2,0.0,58.42,116.84,146.05,2021-03-27,2021-03-29,FUR,TA,10002533,4116,LC-16870,2021-03-27,279
1721,CA-2019-144253,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,26.8,2,0.0,12.864,6.968,13.4,2019-05-04,2019-05-09,FUR,FU,10002671,617,AS-10225,2019-05-04,280
1722,CA-2020-152632,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Troy,New York,12180,East,FUR-FU-10002671,Furniture,Furnishings,40.2,3,0.0,19.296,6.968,13.4,2020-10-27,2020-11-02,FUR,FU,10002671,738,JE-15475,2020-10-27,280
1723,CA-2020-146682,First Class,KW-16435,Katrina Willman,Consumer,United States,Lansing,Michigan,48911,Central,FUR-FU-10002671,Furniture,Furnishings,67.0,5,0.0,32.16,6.968,13.4,2020-10-29,2020-10-31,FUR,FU,10002671,3438,KW-16435,2020-10-29,280
1724,CA-2020-108875,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Aurora,Colorado,80013,West,FUR-FU-10002671,Furniture,Furnishings,21.44,2,0.2,7.503999999999999,6.968,13.4,2020-09-24,2020-10-01,FUR,FU,10002671,1303,CL-12700,2020-09-24,280
1725,CA-2020-146374,Second Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,19711,East,FUR-FU-10002671,Furniture,Furnishings,13.4,1,0.0,6.432,6.968,13.4,2020-12-05,2020-12-10,FUR,FU,10002671,3856,HE-14800,2020-12-05,280
1726,CA-2018-130960,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180,Central,OFF-AR-10003651,Office Supplies,Art,9.840000000000002,3,0.0,2.853599999999999,2.3288,3.28,2018-12-30,2019-01-04,OFF,AR,10003651,2380,KB-16600,2018-12-30,281
1727,CA-2018-164910,Second Class,DM-13345,Denise Monton,Corporate,United States,Asheville,North Carolina,28806,South,OFF-AR-10003651,Office Supplies,Art,7.872,3,0.2,0.8855999999999988,2.3288,3.28,2018-11-12,2018-11-17,OFF,AR,10003651,4282,DM-13345,2018-11-12,281
1728,CA-2018-166457,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-AR-10003651,Office Supplies,Art,6.56,2,0.0,1.902399999999999,2.3288,3.28,2018-05-05,2018-05-09,OFF,AR,10003651,2664,PF-19120,2018-05-05,281
1729,CA-2021-131632,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Dallas,Texas,75217,Central,OFF-AR-10003651,Office Supplies,Art,5.248,2,0.2,0.5903999999999991,2.3288,3.28,2021-10-31,2021-11-04,OFF,AR,10003651,3990,AH-10120,2021-10-31,281
1730,CA-2021-163209,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003651,Office Supplies,Art,22.96,7,0.0,6.658399999999997,2.3288,3.28,2021-05-03,2021-05-07,OFF,AR,10003651,1154,MK-18160,2021-05-03,281
1731,CA-2021-130106,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10003651,Office Supplies,Art,9.840000000000002,3,0.0,2.853599999999999,2.3288,3.28,2021-05-22,2021-05-26,OFF,AR,10003651,325,VF-21715,2021-05-22,281
1732,CA-2018-111003,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,45.48,3,0.0,20.9208,8.1864,15.16,2018-06-01,2018-06-06,OFF,BI,10001072,2383,CR-12625,2018-06-01,282
1733,CA-2019-109470,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10001072,Office Supplies,Binders,60.64,4,0.0,27.8944,8.1864,15.16,2019-12-31,2020-01-03,OFF,BI,10001072,2,KC-16255,2019-12-31,282
1734,US-2021-127341,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10001072,Office Supplies,Binders,12.128,4,0.8,-20.6176,8.1864,15.16,2021-01-29,2021-02-02,OFF,BI,10001072,3713,CK-12595,2021-01-29,282
1735,US-2020-161683,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001072,Office Supplies,Binders,18.192,4,0.6999999999999998,-14.5536,8.1864,15.16,2020-12-03,2020-12-08,OFF,BI,10001072,1870,CJ-12010,2020-12-03,282
1736,CA-2018-111003,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-AR-10002135,Office Supplies,Art,289.2,6,0.0,83.86799999999997,34.222,48.2,2018-06-01,2018-06-06,OFF,AR,10002135,2383,CR-12625,2018-06-01,283
1737,CA-2021-100384,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Pomona,California,91767,West,OFF-AR-10002135,Office Supplies,Art,385.6,8,0.0,111.824,34.222,48.2,2021-06-24,2021-07-01,OFF,AR,10002135,3370,NH-18610,2021-06-24,283
1738,US-2020-131149,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Dallas,Texas,75081,Central,OFF-AR-10002135,Office Supplies,Art,154.24,4,0.2,17.35199999999998,34.222,48.2,2020-07-10,2020-07-14,OFF,AR,10002135,3458,LH-17155,2020-07-10,283
1739,CA-2020-146766,Same Day,TT-21220,Thomas Thornton,Consumer,United States,Chula Vista,California,91911,West,OFF-AR-10002135,Office Supplies,Art,192.8,4,0.0,55.91199999999998,34.222,48.2,2020-11-04,2020-11-04,OFF,AR,10002135,4674,TT-21220,2020-11-04,283
1740,CA-2018-138240,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002135,Office Supplies,Art,144.6,3,0.0,41.93399999999998,34.222,48.2,2018-10-09,2018-10-14,OFF,AR,10002135,1169,SJ-20500,2018-10-09,283
1741,CA-2021-126774,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204,South,OFF-AR-10002804,Office Supplies,Art,4.89,1,0.0,2.0049,2.8851,4.89,2021-04-15,2021-04-17,OFF,AR,10002804,2394,SH-20395,2021-04-15,284
1742,CA-2020-169971,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10002804,Office Supplies,Art,3.912,1,0.2,1.0269,2.8851,4.89,2020-09-04,2020-09-09,OFF,AR,10002804,563,IL-15100,2020-09-04,284
1743,CA-2018-123253,Second Class,DE-13255,Deanra Eno,Home Office,United States,Lakewood,Ohio,44107,East,OFF-AR-10002804,Office Supplies,Art,3.912,1,0.2,1.0269,2.8851,4.89,2018-08-22,2018-08-25,OFF,AR,10002804,3340,DE-13255,2018-08-22,284
1744,CA-2021-154501,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Los Angeles,California,90008,West,OFF-AR-10002804,Office Supplies,Art,9.78,2,0.0,4.0098,2.8851,4.89,2021-04-30,2021-05-05,OFF,AR,10002804,3033,EA-14035,2021-04-30,284
1745,CA-2019-134201,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Rochester,New York,14609,East,OFF-AR-10002804,Office Supplies,Art,14.67,3,0.0,6.0147,2.8851,4.89,2019-04-10,2019-04-16,OFF,AR,10002804,3421,EH-14125,2019-04-10,284
1746,CA-2020-142902,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001918,Furniture,Furnishings,15.136,4,0.2,3.5948000000000007,2.8853,4.73,2020-09-12,2020-09-14,FUR,FU,10001918,2415,BP-11185,2020-09-12,285
